0.99999,0,0.0049347,0
0.99995,0,0.0098692,0
0.99989,0,0.014803,0
0.99981,0,0.019736,0
0.9997,0,0.024667,0
0.99956,0,0.029597,0
0.9994,0,0.034526,0
0.99922,0,0.039452,0
0.99901,0,0.044375,0
0.99878,0,0.049296,0
0.99853,0,0.054213,0
0.99825,0,0.059127,0
0.99795,0,0.064037,0
0.99762,0,0.068943,0
0.99727,0,0.073845,0
0.9969,0,0.078742,0
0.9965,0,0.083634,0
0.99607,0,0.088521,0
0.99563,0,0.093402,0
0.99516,0,0.098278,0
0.99467,0,0.10315,0
0.99415,0,0.10801,0
0.99361,0,0.11286,0
0.99305,0,0.11771,0
0.99246,0,0.12255,0
0.99185,0,0.12739,0
0.99122,0,0.13221,0
0.99057,0,0.13703,0
0.98989,0,0.14184,0
0.98919,0,0.14664,0
0.98847,0,0.15143,0
0.98772,0,0.15621,0
0.98696,0,0.16098,0
0.98617,0,0.16574,0
0.98536,0,0.17049,0
0.98453,0,0.17523,0
0.98367,0,0.17996,0
0.9828,0,0.18468,0
0.9819,0,0.18939,0
0.98099,0,0.19408,0
0.98005,0,0.19876,0
0.97909,0,0.20343,0
0.97811,0,0.20809,0
0.97711,0,0.21274,0
0.97609,0,0.21737,0
0.97505,0,0.22199,0
0.97399,0,0.22659,0
0.97291,0,0.23119,0
0.97181,0,0.23576,0
0.97069,0,0.24033,0
0.96955,0,0.24487,0
0.9684,0,0.24941,0
0.96722,0,0.25393,0
0.96603,0,0.25843,0
0.96482,0,0.26292,0
0.96359,0,0.26739,0
0.96234,0,0.27184,0
0.96108,0,0.27628,0
0.95979,0,0.28071,0
0.95849,0,0.28511,0
0.95718,0,0.2895,0
0.95584,0,0.29387,0
0.95449,0,0.29823,0
0.95313,0,0.30257,0
0.95175,0,0.30689,0
0.95035,0,0.31119,0
0.94894,0,0.31547,0
0.94751,0,0.31974,0
0.94606,0,0.32398,0
0.94461,0,0.32821,0
0.94313,0,0.33242,0
0.94165,0,0.33661,0
0.94014,0,0.34078,0
0.93863,0,0.34493,0
0.9371,0,0.34906,0
0.93556,0,0.35317,0
0.93401,0,0.35726,0
0.93244,0,0.36133,0
0.93086,0,0.36538,0
0.92927,0,0.3694,0
0.92767,0,0.37341,0
0.92605,0,0.3774,0
0.92442,0,0.38137,0
0.92279,0,0.38531,0
0.92114,0,0.38923,0
0.91948,0,0.39314,0
0.91781,0,0.39702,0
0.91613,0,0.40087,0
0.91444,0,0.40471,0
0.91275,0,0.40852,0
0.91104,0,0.41232,0
0.90933,0,0.41609,0
0.9076,0,0.41983,0
0.90587,0,0.42356,0
0.90413,0,0.42726,0
0.90238,0,0.43094,0
0.90063,0,0.43459,0
0.89886,0,0.43823,0
0.8971,0,0.44184,0
0.89532,0,0.44542,0
0.89354,0,0.44898,0
0.89175,0,0.45252,0
0.88996,0,0.45604,0
0.88816,0,0.45953,0
0.88636,0,0.463,0
0.88455,0,0.46644,0
0.88274,0,0.46986,0
0.88092,0,0.47326,0
0.8791,0,0.47663,0
0.87728,0,0.47998,0
0.87545,0,0.4833,0
0.87362,0,0.4866,0
0.87179,0,0.48988,0
0.86996,0,0.49313,0
0.86812,0,0.49635,0
0.86628,0,0.49955,0
0.86444,0,0.50273,0
0.8626,0,0.50588,0
0.86076,0,0.50901,0
0.85892,0,0.51211,0
0.85708,0,0.51519,0
0.85523,0,0.51824,0
0.85339,0,0.52127,0
0.85155,0,0.52427,0
0.84971,0,0.52725,0
0.84787,0,0.5302,0
0.84603,0,0.53313,0
0.8442,0,0.53603,0
0.84236,0,0.53891,0
0.84053,0,0.54176,0
0.8387,0,0.54459,0
0.83688,0,0.54739,0
0.83506,0,0.55017,0
0.83324,0,0.55292,0
0.83142,0,0.55564,0
0.82961,0,0.55834,0
0.8278,0,0.56102,0
0.826,0,0.56367,0
0.8242,0,0.56629,0
0.82241,0,0.56889,0
0.82062,0,0.57147,0
0.81884,0,0.57402,0
0.81707,0,0.57654,0
0.8153,0,0.57904,0
0.81354,0,0.58151,0
0.81178,0,0.58396,0
0.81003,0,0.58638,0
0.80829,0,0.58878,0
0.80656,0,0.59115,0
0.80483,0,0.5935,0
0.80312,0,0.59582,0
0.80141,0,0.59812,0
0.79971,0,0.60039,0
0.79802,0,0.60264,0
0.79633,0,0.60486,0
0.79466,0,0.60705,0
0.793,0,0.60923,0
0.79134,0,0.61137,0
0.7897,0,0.61349,0
0.78807,0,0.61559,0
0.78644,0,0.61766,0
0.78483,0,0.61971,0
0.78323,0,0.62173,0
0.78164,0,0.62373,0
0.78007,0,0.6257,0
0.7785,0,0.62764,0
0.77695,0,0.62957,0
0.7754,0,0.63146,0
0.77388,0,0.63334,0
0.77236,0,0.63519,0
0.77086,0,0.63701,0
0.76936,0,0.63881,0
0.76789,0,0.64058,0
0.76642,0,0.64233,0
0.76497,0,0.64406,0
0.76354,0,0.64576,0
