acc_xOfset,acc_yOfset,acc_zOfset,gyr_rollOfset,gyr_pitchOfset,gyr_yallOfset
0.6148925781249998,-0.0009528442382812499,0.033823278808594454,-0.00026646248122050824,0.0,-0.00026646248122050824
