-0.6332,0.1016,8.7734,0.20704,0.23448,0.060087,27.8,0.9,-15.7
-0.4836,-0.6279,9.5482,0.22249,0.062485,-0.078073,26.7,-5.3,-16.9
-0.3732,-0.5149,10.123,0.097391,-0.1255,0.13376,27.3,-1.9,-17.2
-0.2183,0.089,8.9595,0.14682,-0.046764,0.15974,28.6,-4.6,-16.5
0.587,-0.9021,9.683,0.22396,0.1259,0.20051,25.7,-1.1,-15.6
1.29,-0.1624,9.654,0.022516,-0.01279,0.19598,25.9,-1.8,-17.7
-0.1523,-0.2165,9.9959,0.01692,0.01239,0.16587,29.5,-2.5,-16.1
-0.2052,-0.1129,9.2844,-0.060753,0.082203,-0.087132,28.7,-5.5,-17.5
0.3198,0.1126,10.862,-0.014922,0.047696,-0.12683,26,-2.4,-15.5
-0.1357,-0.1197,11.008,0.10006,0.14216,-0.088998,25.5,-2.3,-16
-0.1989,0.6961,9.5948,0.19971,0.021184,-0.19931,26.4,-2.2,-16.7
-0.2503,-0.012,10.638,0.082869,0.12803,-0.15082,25.1,-2.8,-16.2
-1.0046,0.2535,9.8751,0.15108,0.12937,0.10618,27.7,-1.9,-13.7
0.6215,1.2387,10.235,-0.063817,0.033307,0.079672,29.1,-2,-17.9
-0.1266,0.1779,9.6573,-0.0021317,-0.0039969,0.026113,27.3,-1.8,-18.2
0.3031,-0.9342,10.765,-0.070479,-0.003464,-0.030909,29.1,1.2,-16.4
-0.0255,1.5066,10.382,-0.051294,0.067414,0.040235,25.6,-0.3,-15.6
-0.2221,-0.6468,10.078,-0.0025314,0.11871,-0.025447,28.4,-0.6,-18.4
-0.4352,-0.8353,9.0263,-0.029177,0.05609,0.061952,26.8,-3.6,-15.5
0.8124,-0.6786,10.113,0.099656,0.0090596,-0.14122,26.1,-1,-14.3
0.9339,-0.9636,9.6185,0.11591,0.038903,-0.060753,27.8,-4.1,-14
-1.5479,0.6339,9.7678,0.098457,-0.041035,-0.16707,27.8,-6,-15.9
0.3502,0.503,10.459,0.17653,0.031043,0.033041,27.2,-2.3,-18.6
-0.4212,0.3243,9.8412,0.024648,-0.071678,0.095393,25.1,1.3,-14.3
-0.1193,-0.5931,9.7529,0.039836,-0.069946,-0.16161,29.3,-3.1,-15.5
-0.2923,-0.1396,9.6066,0.088998,0.11524,-0.079805,29.1,-3.7,-17
-0.3738,1.076,9.32,0.016121,-0.0057289,-0.042234,25,-1,-13.6
-0.3863,0.5188,9.7001,-0.021983,-0.086733,0.018119,29.8,-3,-14.9
0.3165,0.0599,9.9174,-0.23901,0.016387,0.14682,26,-0.8,-18.5
-0.0659,-0.1824,10.851,-0.10219,-0.053159,-0.0043966,25.5,-3.8,-15.7
0.1611,-0.1458,10.28,-0.38104,0.044099,0.079005,28.9,-3.6,-15.7
0.8824,-0.76,9.7577,-0.20611,-0.20038,0.03011,25.5,-2.2,-16.7
-0.3288,-0.714,9.7578,-0.21677,-0.11591,0.32748,27.8,-1.8,-15.2
0.3828,-0.0528,9.8415,0.034906,-0.008127,0.28098,28.6,-1.8,-16.1
0.5775,0.1344,9.6536,0.016387,0.080737,0.15601,27.4,-6,-13.4
0.875,-0.0772,11.505,-0.056223,0.021716,0.079272,30.5,-2.5,-16.9
-0.1679,0.6576,10.114,-0.038503,0.10285,-0.044765,27.2,-0.4,-17.1
-0.1576,-0.2049,10.782,-0.11951,0.16001,-0.034906,29.2,-2.6,-18.4
-0.2366,-0.1984,9.8054,-0.0087932,-0.036771,0.041035,27.8,-4,-19.5
-1.0199,-0.3889,9.9545,0.059021,-0.01772,-0.11191,30.3,-4,-15.5
-0.9283,-0.4133,9.6053,0.1672,0.024248,0.025314,28.7,-3.7,-14.5
0.6836,-0.1926,10.034,-0.025314,0.071278,0.18852,29.5,-1.4,-16
0.417,0.1801,9.3273,0.061419,0.15854,0.040102,28.4,-2.7,-16.4
0.5345,-0.9556,8.8302,0.021184,-0.05156,0.10592,28.5,-2,-16.5
-0.25,0.6769,9.6633,0.14109,0.046497,0.15268,26.2,-0.6,-16.2
-0.5025,0.1739,9.2955,0.074342,0.23169,0.14842,26.9,-2,-16.2
0.0668,0.5448,9.3547,0.10339,0.11538,0.06395,29.4,-5.5,-15.7
-0.1714,0.5046,10.088,0.074742,0.058621,0.033974,27.2,-1.8,-18.6
-0.0919,-0.5338,9.9132,0.031709,0.086067,0.10832,27.1,-3.2,-15.1
0.0738,-0.5971,9.8182,-0.058621,0.095926,0.15641,25.5,-1.5,-17.3
0.8554,0.8059,10.28,-0.088998,-0.25953,0.11058,27.5,-3.2,-16.9
-0.721,0.2649,8.8385,-0.062085,-0.22742,0.25141,29.2,-1,-16.2
0.1175,-0.0426,10.304,-0.11791,-0.0030643,0.12923,29,0.1,-13.3
-0.0658,0.0239,9.562,-0.25687,0.11564,0.10512,27.7,-0.3,-16.9
-0.4564,-0.5287,9.4575,-0.15828,0.017187,0.07674,29.2,-3.7,-14.8
-0.056,-0.0175,9.4925,-0.22516,0.12297,0.21277,27,-2,-15.4
0.7108,-0.9433,8.9617,-0.10858,0.1247,0.11471,31.1,-3.4,-15.6
-0.6598,-0.7796,11.014,0.037971,0.12817,0.033574,28.6,-3.2,-15.7
-0.7467,-0.3512,9.8748,0.076607,0.063018,-0.060087,25.3,-3.4,-17.6
-0.2783,0.5062,11.039,0.010392,-0.1668,0.07794,25.6,-1.7,-17.6
-0.1703,0.3354,10.743,0.10405,0.034107,-0.20691,27.8,-0.5,-17.4
-0.7544,0.6881,9.7557,-0.0042634,-0.086466,-0.089664,25.2,-1.5,-16.5
-0.7702,0.2544,10.112,0.12257,-0.054091,-0.10459,29.3,-1,-16.9
-0.5937,-0.1522,8.6972,-0.060753,0.059154,0.0015988,26.1,-2.1,-17.8
-0.0376,-0.877,9.2309,-0.018919,-0.15122,-0.0078606,27.6,-2.5,-17.6
-0.5488,-0.4946,9.8847,0.031975,-0.19571,-0.11418,27,-2.1,-16.2
-0.1143,-0.9596,9.7779,-0.1271,-0.14415,0.003464,29.6,-4.1,-15.5
0.4001,0.1083,9.4324,-0.086866,0.11378,-0.053159,27,-3.9,-14.5
-0.2476,-0.5809,9.1827,-0.037038,0.021983,-0.039303,27.7,-3,-16
0.34,-0.3201,10.374,0.0074609,0.049961,-0.027046,28.6,1.2,-14.4
-0.7316,0.2381,9.2001,-0.052226,0.18586,0.074209,26.7,-2.2,-15.9
-0.1204,-0.4555,9.9975,0.035173,0.032242,0.13829,28.5,-3.8,-14.7
-0.1906,0.0003,9.0794,-0.092328,-0.11458,0.2125,28.6,-2,-11.9
0.6818,-0.1659,9.8488,-0.1239,-0.1748,0.073543,30.5,-2.4,-16.2
0.0434,0.4914,10.027,0.058888,-0.00093261,-0.036239,28.7,-3.2,-15.7
-0.2907,-0.4717,9.1369,-0.098057,-0.046897,0.071411,29.1,-1.4,-13.1
0.5359,-0.8468,9.4917,0.053958,-0.14069,-0.0046631,28.7,-2.9,-17.4
-0.5421,0.1155,10.062,-0.062618,0.085001,0.033974,29.1,-0.1,-14
-0.432,-0.1394,10.395,-0.11804,-0.0010658,-0.086333,27.6,0.5,-12.5
0.6874,0.4262,9.4219,0.056356,0.10339,0.15135,25.3,-4.5,-15.3
-0.1657,0.6646,8.761,0.010125,0.068081,-0.0093261,26.8,-3.3,-15
0.6718,0.036,9.8357,0.019452,-0.066482,-0.13216,29.4,-4.1,-15.3
0.1999,-0.2442,9.3343,0.027046,-0.00039969,-0.21237,29.4,0.2,-15.3
-0.2284,0.5358,9.1102,-0.040369,0.027978,-0.058488,26.2,-3.2,-16.6
0.1975,-0.4476,9.4589,0.018919,0.039303,0.033974,24.2,-2.2,-16.4
0.0314,0.5988,9.9939,0.15281,0.14336,-0.13643,28.5,0.1,-17.4
0.8296,0.053,9.9558,0.174,0.028112,0.019185,27.1,-2.5,-15.5
-0.9194,-0.1837,9.0231,0.051027,-0.0059953,0.13949,26.3,-2.1,-14.7
-0.3172,0.3504,8.1752,0.024781,0.010658,0.050894,26.7,-1.8,-15
-0.7942,-0.7771,9.677,-0.040768,-0.044232,0.016654,24.2,-0.9,-13.9
0.5861,-0.3188,9.7543,-0.2137,-0.07754,0.098191,29.5,-3.4,-16
0.7702,-0.4646,9.5207,0.11804,-0.030776,0.096192,28.9,-2.3,-18.4
0.7976,0.0272,9.5799,0.0425,0.020251,0.14056,26.1,-0.1,-15.9
0.7653,-0.1126,9.525,-0.06395,0.011857,0.09486,27.3,-2.5,-14.6
-0.069,-0.5784,9.3546,-0.15388,-0.05196,0.0433,27,-2.9,-16.3
-0.1383,0.2588,9.7058,-0.24807,0.049695,0.094993,26.5,1.2,-17.1
-0.2237,-0.2945,9.5896,-0.066349,-0.028511,0.16321,28.8,-2.2,-17
0.5081,0.3289,9.5702,-0.021716,0.18159,0.25207,27.1,-2.8,-14.6
0.9231,-0.5357,10.438,0.044099,0.060087,0.11698,25.9,-3.3,-17.3
-0.1233,-0.1956,9.5874,-0.07341,-0.041834,0.042101,26.9,-0.9,-17.6
1.2175,0.2127,9.5308,-0.078206,0.037837,-0.09406,27.4,-2.8,-16
-0.1427,-0.2356,9.0847,0.025447,0.085001,0.0075941,30.6,-3.4,-16.8
0.3182,0.0833,9.7669,0.039036,0.045565,0.067281,27.5,-3.2,-16.7
0.307,0.5112,8.6025,0.14962,0.057022,0.027179,26.3,-1.6,-16.5
0.8095,-0.6599,10.011,0.10698,0.1343,-0.053825,25.6,-3.5,-15
-0.0668,0.1907,9.0112,0.063684,0.053159,-0.099789,28.8,-2.6,-13.1
0.0735,-0.0533,8.8506,-0.016254,0.048629,0.0086599,27.5,-1.6,-17.1
1.068,-1.1323,9.7493,0.10991,0.23195,-0.096459,26.8,-3.9,-17.7
-0.7332,0.6881,10.068,0.14868,0.11298,-0.11897,31.1,-1.7,-16.3
0.1409,0.1501,9.9968,0.12177,-0.051693,0.020651,29.5,-3.3,-16.4
