-0.0513,0.0212,9.8089,0.045431,0.020784,0.0086599
0.0303,-0.2255,9.79,0.033974,0.049695,0.0050627
-0.0234,-0.0416,9.8263,0.042234,0.045831,0.031043
0.0289,-0.073,9.8519,0.019052,0.034507,0.050627
0.0826,-0.1194,9.934,0.035039,0.034507,0.054624
-0.0575,-0.122,9.8137,0.025314,0.047696,0.034373
-0.1291,-0.1313,9.8081,0.026246,0.011991,0.023448
-0.28,0.009,9.8583,0.040369,0.029577,0.03384
-0.1582,-0.0777,9.714,0.017853,0.019185,0.031709
-0.1743,-0.0872,9.9211,0.054358,0.010125,0.059554
0.1386,0.149,9.8575,0.021983,0.023715,0.04703
-0.0772,0.0365,9.8337,0.06928,0.0058621,0.046764
0.1407,-0.1585,9.7441,0.013723,0.020517,0.044499
0.1336,-0.1499,9.7548,0.022383,0.024648,0.063551
0.1484,-0.3498,9.784,0.035306,0.051294,0.049295
-0.006,-0.1575,9.8236,0.038237,0.042101,0.036905
0.1706,-0.086,9.9526,-0.00039969,0.070745,0.027179
0.0152,-0.0094,9.8996,0.046231,0.037971,0.029444
-0.0352,0.0491,9.7716,0.028112,0.059953,0.048496
-0.0659,0.092,9.7665,0.013589,0.053558,0.025047
0.0073,-0.1879,9.6748,0.03464,0.0085267,0.021983
0.0041,-0.1699,9.8402,0.049828,0.030243,0.032508
0.1395,-0.1221,9.6425,0.037038,0.053026,0.051826
-0.0576,0.016,9.7631,0.048229,0.046364,0.050094
-0.1585,0.062,9.467,0.029311,0.016254,0.037971
0.1718,0.1934,9.566,0.040369,0.029444,0.016387
-0.1142,0.172,9.6517,0.028511,0.050494,0.072344
-0.0575,0.0912,9.8904,0.03051,0.040102,0.015188
0.1093,0.1319,9.8573,0.027312,0.047963,0.014655
0.0056,-0.0885,9.6721,0.005196,0.028911,0.011857
-0.1911,-0.0419,9.8677,0.01772,0.063151,0.0078606
-0.0341,0.0965,9.8266,0.046764,0.03424,0.014922
-0.0239,0.0681,10.008,0.048096,0.048096,0.026113
-0.0564,0.068,9.8383,0.057289,0.041967,0.06062
-0.0195,-0.0066,9.9413,0.028778,0.031576,0.03917
-0.1512,-0.0123,9.6886,-0.0090596,0.013856,0.034107
-0.123,-0.038,9.8384,0.023049,0.015321,0.057022
-0.0969,0.0263,9.7768,0.026246,0.028245,0.018386
0.0048,-0.1442,9.7641,0.034773,0.054358,0.02105
-0.1996,-0.2376,9.8543,0.018386,0.053558,0.042634
-0.092,-0.0704,9.6973,0.010792,0.059154,0.021983
0.1114,-0.0382,9.5849,0.0055957,0.049562,0.010525
-0.0154,0.0188,10.092,0.013989,0.026646,0.051427
-0.0101,0.0732,10.017,0.064617,0.033307,0.040635
0.0737,0.057,9.8562,0.037704,0.046764,0.045698
0.0315,0.013,9.7745,0.016787,0.049428,0.046497
-0.0291,-0.0664,10.001,0.053159,0.0433,0.0071944
0.1198,0.1402,9.8482,0.034373,0.029311,0.010259
0.0539,-0.1172,9.6454,0.054624,0.019185,0.0067947
0.1191,-0.2759,9.984,0.050094,0.028911,0.061819
0.0798,-0.0919,9.7347,0.028511,0.022516,0.050761
0.0027,-0.0847,9.9222,0.046098,0.027046,0.047163
-0.0374,0.0928,9.8545,0.027845,0.035839,0.021983
0.0317,0.1288,9.8058,0.038903,0.025314,0.028511
-0.0185,0.1699,9.9595,0.023448,0.045431,0.059421
0.0186,-0.102,9.7424,0.037038,0.023448,0.027046
0.0217,0.0908,9.7472,0.01319,0.041701,0.030776
-0.0279,0.0959,9.7927,0.0050627,-0.0057289,0.071278
0.0632,0.1413,9.9104,0.027978,0.032508,0.027445
-0.0253,-0.0098,9.7616,0.018652,0.043699,0.028778
0.1148,0.0881,9.8921,0.054225,0.028778,0.015721
-0.0261,0.0214,9.783,0.029177,0.049562,0.03877
0.191,0.0824,9.6755,0.02638,0.05116,0.028112
0.041,0.1164,9.6504,0.018253,0.047163,0.029444
0.0929,0.0697,9.8361,0.021184,0.014655,0.035972
0.1057,0.1911,9.9466,0.02971,0.051427,0.036239
0.143,0.0395,9.8383,0.037171,0.037704,0.049162
0.0993,0.0715,9.97,0.074209,0.036771,0.063417
0.0514,0.0542,9.8782,0.052226,0.059287,0.042634
0.1209,0.0221,9.8142,0.035306,0.016121,0.037171
0.1453,0.1066,9.8893,0.043566,0.044899,0.01279
0.1006,-0.0054,9.8821,0.03837,0.043566,0.01772
0.0632,-0.0699,9.9503,0.044899,0.03384,0.022916
0.0767,0.1927,9.6892,0.054891,0.043566,0.041834
0.0701,0.0978,9.8001,0.049029,0.033041,0.0023981
0.0702,-0.0896,9.7144,0.054225,0.045032,0.026113
0.2355,-0.0533,9.6532,0.033041,0.060886,0.020384
0.0041,0.0052,9.6864,0.027312,0.036239,0.028245
0.1524,-0.1446,9.5681,0.029177,0.016654,0.051693
0.0751,-0.0738,9.6857,0.046098,0.054091,0.024648
0.0129,-0.0071,9.6772,0.031709,0.049295,0.04703
-0.007,0.1605,9.8243,0.014122,0.050228,0.03051
-0.0153,0.1686,9.7482,0.041301,0.069546,0.039303
-0.0064,0.1981,9.7387,0.032508,0.028112,0.054358
-0.1241,-0.1204,9.8818,0.042767,0.019585,0.033574
-0.0047,-0.0782,9.8664,0.014389,0.031309,0.013456
0.0421,-0.0598,9.9289,0.026779,0.035039,0.0013323
0.1081,-0.0178,9.5951,0.037571,0.052493,0.025047
0.1665,-0.1278,9.8831,0.027179,0.031176,0.034107
0.0864,-0.1044,9.8023,0.036638,0.065816,0.044499
-0.0928,0.042,9.8379,0.051027,0.033574,0.042634
-0.1763,0.1214,9.6645,0.02518,0.049428,0.061419
0.0117,-0.0179,9.6564,0.018785,0.035572,0.034373
0.0772,0.0756,9.8696,0.035439,0.058488,0.028112
-0.1359,0.1585,9.8435,0.0046631,0.030643,0.02518
-0.0687,-0.0283,10.085,0.04743,0.049295,0.087932
-0.0288,0.0465,9.8017,0.037971,0.010658,0.041435
-0.1129,0.31,9.725,0.021317,0.041967,0.039569
0.1389,0.3443,9.7535,0.044232,0.015188,0.023715
0.0637,-0.0513,9.6818,0.037837,0.032242,0.02598
0.0016,0.1283,9.7349,0.014655,0.055957,0.017187
0.0029,-0.0066,9.9351,0.053958,0.015988,0.041568
-0.0493,-0.1597,9.687,0.034906,0.052759,0.035572
-0.122,-0.1011,9.8167,0.032908,0.046364,0.048362
0.18,-0.0142,9.8843,0.0049295,0.073676,0.02145
-0.0153,-0.2237,9.8992,0.019185,0.061819,0.037038
-0.0223,-0.0476,9.8325,0.045298,0.080071,0.059287
