-0.032908,0.0011991,0.010259,1.063,-0.25139,10.226
-0.035573,0.003464,0.011058,0.93134,-0.15083,10.357
-0.036905,-0.033574,0.0087933,1.0894,-0.16281,10.202
-0.037438,-0.0055957,0.011591,0.92895,-0.15083,10.228
-0.037704,-0.0025314,0.012524,0.94571,-0.20111,10.223
-0.00026646,-0.00026646,0.0087933,1.0774,-0.18675,10.116
-0.031842,-0.0046631,0.013057,1.0487,-0.081403,10.329
-0.032375,-0.0013323,0.010392,1.0989,-0.16281,10.293
-0.03544,0.0018652,0.0074609,1.0582,-0.26336,10.405
-0.067415,0.00013323,0.012391,1.0319,-0.18435,10.247
-0.029977,-0.00039969,0.011458,1.0989,-0.29928,10.139
-0.032508,-0.0022649,0.0093262,1.0846,-0.2083,10.341
-0.029844,-0.033441,0.014922,1.1205,-0.18675,10.252
-0.027046,-0.0042634,0.053692,1.0989,-0.0095768,10.285
-0.00093262,0.0049296,0.52133,0.93853,-0.023942,10.307
-0.011591,0.033308,0.2193,1.063,-0.26097,10.278
-0.019985,-0.033841,0.19505,1.1109,-0.023942,10.151
-0.018119,0.006928,0.18506,1.0534,-0.15802,10.178
-0.022516,0.0021317,0.11898,0.98402,-0.18675,10.357
-0.028911,-0.0022649,0.054758,1.1085,-0.18196,10.166
-0.036372,-0.00066616,0.023049,1.1349,-0.17238,10.317
-0.035839,0.0014655,0.016787,0.99359,-0.16281,10.139
-0.038637,-0.0021317,0.0078606,1.075,-0.22027,10.41
-0.037172,-0.0014655,0.010259,1.0965,-0.13647,10.113
-0.036639,-0.0050628,0.0099923,0.97444,-0.02873,10.242
-0.039836,-0.0090597,0.013456,1.0534,-0.22266,10.415
-0.040636,-0.0045299,0.0089265,1.0343,-0.16041,10.221
-0.035306,0.0045299,0.0090597,0.95289,-0.12929,10.355
-0.026646,0.029444,0.0061286,1.0989,-0.2466,10.321
-0.033308,0.0023982,0.0094594,1.0223,-0.18196,10.333
-0.067948,-0.0031975,0.0078606,0.93134,-0.18675,10.139
-0.067415,-0.00066616,0.010525,1.0534,-0.04549,10.185
-0.037038,0.033708,0.011058,1.0558,-0.21548,10.4
-0.001732,-0.0018652,0.013456,0.92895,-0.17957,10.247
-0.035306,-0.0010658,0.011591,0.92177,-0.1245,10.13
-0.032775,-0.0025314,0.0077274,1.0223,-0.12689,10.147
-0.032242,-0.0026646,0.0097259,1.2043,-0.24181,10.221
