-0.031576,0.0011991,0.011458,1.0511,-0.18675,10.362
-0.033041,0.0033308,0.011458,1.0175,-0.17957,10.221
-0.032908,0.0058622,0.006928,0.98641,-0.21308,10.326
-0.029178,0.0021317,0.011724,0.93374,-0.19154,10.209
-0.029444,0.0046631,0.01279,1.2234,-0.14605,10.331
-0.026646,0.024115,0.0079939,1.0678,-0.28252,10.218
-0.062619,-0.0061286,-0.49855,2.0877,-2.2769,10.309
-0.022116,0.013723,0.03544,0.24181,-0.53151,9.9647
-0.014789,0.026913,0.022916,0.62249,-0.90022,10.293
-0.03051,0.0041302,-0.042234,0.54827,0.59616,10.503
0.026646,0.031576,-0.014389,0.93613,0.9912,10.283
0.019851,0.024115,0.016121,1.0391,0.047884,10.3
0.016254,0.019319,0.00079939,1.008,-0.18675,10.42
0.029711,0.03011,0.11218,0.84515,0.043096,10.285
0.074876,0.033841,0.1724,0.92416,-0.067038,10.379
0.12524,0.045165,0.31549,0.83079,0.011971,10.312
0.15108,0.025847,0.34813,1.0774,0.11013,10.487
0.18972,0.018119,0.31842,1.0032,-0.23224,10.484
0.32269,0.0067948,0.33068,0.98641,-0.064643,10.697
0.46165,-0.0026646,0.49962,0.61052,0.23463,10.757
0.9959,-0.20238,0.27086,1.3096,0.13886,12.21
1.3121,-0.33374,0.16547,1.312,0.23463,12.182
1.9135,-0.74556,0.10352,1.4509,1.3815,11.487
2.0745,-0.74583,0.048763,1.3336,0.80445,10.633
1.922,-0.74516,-0.052227,0.4956,0.098162,10.257
1.361,-0.40636,0.07008,1.6281,1.1492,9.0956
0.67908,-0.089531,0.12204,1.1013,1.3791,9.4068
0.18293,0.20331,0.11991,1.8076,1.2043,9.7755
-0.003464,0.23968,0.18159,1.8986,1.2953,10.171
-0.4334,0.3544,0.37438,1.3599,1.4174,10.4
-0.5649,0.35413,0.42834,1.1253,1.506,10.53
-0.31922,0.27792,0.3103,1.4198,0.89783,11.023
0.26007,0.11991,0.10778,1.1372,0.2897,11.533
0.70786,-0.0089265,-0.034907,1.1732,1.0511,10.779
0.79286,-0.11724,0.0085268,1.3001,1.5371,10.815
0.88945,-0.2117,0.020384,1.2498,1.4772,10.865
1.1018,-0.2622,-0.034107,1.1564,1.6927,10.376
1.691,-0.15202,-0.055957,1.5227,2.4541,9.5361
1.6423,-0.096726,-0.09526,1.2139,2.3679,9.086
1.531,-0.0063951,-0.089931,0.92416,1.8459,9.2488
1.3223,0.09153,0.0057289,1.3408,2.0303,9.5984
0.99204,0.071012,0.050761,1.6185,2.0973,10.314
1.2148,-0.016654,0.10032,1.3838,1.5682,11.131
1.6423,-0.41901,-0.036772,1.2857,2.0973,11.423
2.0591,-0.4783,-0.029044,2.5067,3.5721,8.3917
2.0206,-0.37025,-0.16534,1.3767,2.3463,9.6822
2.2693,-0.27952,-0.49322,1.5802,3.1723,8.5401
1.813,-0.22783,-0.3107,1.6472,3.4357,9.6079
1.2798,-0.27912,-0.16041,1.8292,3.8523,9.9168
1.1636,-0.091397,-0.14496,1.5826,3.8595,9.4667
1.2388,-0.0026646,-0.16108,1.5874,4.0558,9.4092
1.3495,0.075542,-0.21823,1.5036,4.0845,9.2584
1.4546,0.14176,-0.24781,1.482,4.288,9.0549
